Police_Station,Crime No.,Age,Gender,Gender,Road Type,Road_Type,Place,Incident_Area,Vehicle,Vehicle_Type,Alcohol Status,Alcohal_Status,Traffic Violation Type,Traffic_Violation_Type,Crime Section,ACT_279-323,Act_279-294-337,ACT_279-304-A,ACT_279-294-506,Date,Time,Date_Time,Incident Place,Latitude,Longitude
DHARSIWA,598/19,30,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,NO,1,Over speeding,3,"279,337",0,1,0,0,10-12-19,20:30,10-12-19 20:30,INFRONT OF BEAR HOUSE - SILTARA,21.371945,81.663364
DHARSIWA,210/19,36,M,0,NH,0,R,1,Motorised Two Wheeler,5,NO,1,Unknown,5,"279,337",0,1,0,0,17-04-19,15:45,17-04-19 15:45,SILTARA,21.372024,81.666884
DHARSIWA,159/19,56,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Unknown,5,"279,337",0,1,0,0,23-03-19,17:30,23-03-19 17:30,NEAR SONU MONU DHABA - SILTARA,21.372145,81.667163
DHARSIWA,31/21,43,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,"279,337",0,1,0,0,15-01-21,15:30,15-01-21 15:30,लक्की मेडिकल के सामने सिलतरा एन एच 30,21.372157,81.66697
KHARORA,28/19,47,M,0,NH,0,R,1,Truck/Trolly,7,No,1,Over Speeding,3,"279,337",0,1,0,0,27-01-19,15:30,27-01-19 15:30,सारागाव,21.364961,81.801264
KHARORA,178/19,Unknown,M,0,SH,1,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,02-05-19,11:50,02-05-19 11:50,MEN ROD SHRAGAV,21.372274,81.809969
DHARSIWA,480/20,23,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Over speeding,3,"279,337",0,1,0,0,08-11-20,18:20,08-11-20 18:20,NEAR BUS STAND SILTARA,21.372357,81.666728
KHARORA,102/19,Unknown,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,23-03-19,19:00,23-03-19 19:00,MEN ROD SHARAGAV,21.372617,81.810386
DHARSIWA,428/20,23,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over speeding,3,"279,304-A,337",0,0,1,0,04-10-20,11:30,04-10-20 11:30,NEAR TALAB MAN ROAD NAURDIH,21.372895,81.707223
DHARSIWA,430/20,34,M,0,O,2,R,1,Motorised Two Wheeler,5,NO,1,Over speeding,3,"279,337",0,1,0,0,04-10-20,11:30,04-10-20 11:30,NEAR TALAB MAN ROAD NAURDIH,21.372895,81.707223
DHARSIWA,336/20,Unknown,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over speeding,3,"279,337",0,1,0,0,18-08-20,19:00,18-08-20 19:00,NEAR AGRAWAL CHAINAL- SILTARA,21.373134,81.659643
KHARORA,304/19,Unknown,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,17-07-19,17:30,17-07-19 17:30,MEN ROD SHARAGAV,21.373208,81.811197
KHARORA,319/20,45,M,0,SH,1,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,11-10-20,3:30,11-10-20 3:30,gram givra ke Aage men rod,21.373774,81.967136
DHARSIWA,452/19,30,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,"279,304-A,337",0,0,1,0,15-09-19,20:00,15-09-19 20:00,IN FRONT OF SHYAM IRON SILTARA,21.374028,81.656962
DHARSIWA,21/19,Unknown,Unknown,2,NH,0,R,1,Unknown,8,Unknown,2,Unknown,5,304-A,0,0,1,0,12-01-19,14:10,12-01-19 14:10,INFRONT OF BHARAT PETROL PUMP NH 30 - SILTARA,21.374039,81.667112
DHARSIWA,216/19,24,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,"279,304-A,337",0,0,1,0,18-04-19,21:50,18-04-19 21:50,NEAR RAMNIVAS COMPANY FACE-2 SILTARARA,21.374098,81.656437
DHARSIWA,23/21,26,M,0,NH,0,R,1,Motorised Two Wheeler,5,NO,1,Unknown,5,279,1,0,0,0,12-01-21,22:15,12-01-21 22:15,जी.आर. कम्पनी के पास सिलतरा,21.374761,81.653634
DHARSIWA,610/19,67,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Over speeding,3,"279,337",0,1,0,0,16-12-19,16:00,16-12-19 16:00,NEAR SONU MONU DHABA- SILTARA,21.375852,81.667361
DHARSIWA,546/19,Unknown,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,279,1,0,0,0,05-11-19,2:15,05-11-19 2:15,MEENU DHABA CHOUK - SILTARA,21.37663,81.667368
DHARSIWA,446/19,25,M,0,NH,0,R,1,Heavy Articulated Vehicle/Trolly,4,YES,0,Unknown,5,"283,304-A",0,0,1,0,13-09-19,20:20,13-09-19 20:20,NEAR MEENU DHABA - SILTARA,21.376707,81.667406
DHARSIWA,May-19,Unknown,Unknown,2,NH,0,R,1,Unknown,8,Unknown,2,Unknown,5,"279,304-A,337",0,0,1,0,03-01-19,11:10,03-01-19 11:10,NEAR MEENU DHABA SILTARA,21.376756,81.667507
KHARORA,48/21,35,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,304-A,0,0,1,0,02-02-21,11:30,02-02-21 11:30,TILDHADIY,21.37684,81.893355
DHARSIWA,442/20,Unknown,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Over speeding,3,"279,337",0,1,0,0,12-10-20,10:30,12-10-20 10:30,INFRONT OFF RAGHUVEER COMPANY SILTARA,21.377003,81.650967
KHARORA,Aug-19,52,M,0,SH,1,R,1,Truck/Trolly,7,No,1,Over Speeding,3,"279,304-A,337",0,0,1,0,07-01-19,20:00,07-01-19 20:00,MEN ROOD GHIWARA,21.377391,81.960759
KHARORA,191/19,Unknown,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,22-01-19,19:30,22-01-19 19:30,GARM GHIWRA NHAR PASS,21.377907,81.960336
KHARORA,86/21,Unknown,M,0,SH,1,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,24-02-21,11:30,24-02-21 11:30,BHARONDA,21.377997,81.830623
KHARORA,274/20,25,M,0,O,2,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,304-A,0,0,1,0,18-08-20,15:30,18-08-20 15:30,mudpar mod ke paas,21.378297,81.876308
DHARSIWA,378/20,45,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Over speeding,3,"279,337",0,1,0,0,13-09-20,22:15,13-09-20 22:15,INDRONT OFF MINU DHABA,21.37842,81.66752
DHARSIWA,326/20,32,M,0,NH,0,R,1,Heavy Articulated Vehicle/Trolly,4,Unknown,2,Over speeding,3,"279,337",0,1,0,0,11-08-20,11:00,11-08-20 11:00,INFRONT OFF SONU MONU DHABA NH 30 SILTARA,21.378497,81.66756
DHARSIWA,326/19,21,M,0,O,2,R,1,Motorised Two Wheeler,5,NO,1,Unknown,5,"279,304-A,337",0,0,1,0,30-06-19,19:30,30-06-19 19:30,BEFORE CHIKHALI NALA TURNING - SONDRA,21.378501,81.649066
DHARSIWA,536/20,48,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over speeding,3,304-A,0,0,1,0,26-11-20,21:45,26-11-20 21:45,SILTARA,21.379007,81.667887
DHARSIWA,144/20,30,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over speeding,3,"279,304-A,337",0,0,1,0,24-03-20,7:10,24-03-20 7:10,NEAR MEENU DHABA SILTARA,21.379252,81.667826
DHARSIWA,367/19,28,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Unknown,5,304-A,0,0,1,0,17-07-19,22:00,17-07-19 22:00,NEAR SONU MONU DHABA - SILTARA,21.379836,81.667971
DHARSIWA,587/19,35,M,0,O,2,R,1,Motorised Two Wheeler,5,NO,1,Unknown,5,"279,337",0,1,0,0,27-11-19,21:30,27-11-19 21:30,RAWAN CHOWK SONDRA,21.380414,81.646774
KHARORA,382/20,30,M,0,O,2,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,304-A,0,0,1,0,16-11-20,11:45,16-11-20 11:45,matha se bithiya rod tildadhi ke phle,21.380562,81.898606
DHARSIWA,Sep-21,46,M,0,O,2,R,1,Tempo/Tractor,6,Unknown,2,Over speeding,3,"279,304-A,337",0,0,1,0,06-01-21,18:30,06-01-21 18:30,नगरगांव,21.380834,81.723096
DHARSIWA,203/21,30,M,0,O,2,R,1,Motorised Two Wheeler,5,NO,1,Over speeding,3,304-A,0,0,1,0,07-04-21,13:00,07-04-21 13:00,बोहरी मंदिर के पास ग्राम पथरी,21.381534,81.742385
KHARORA,266/20,Unknown,Unknown,2,SH,1,R,1,Unknown,8,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,19-08-20,7:40,19-08-20 7:40,Gram asoada mod ke paas manth,21.381763,81.884424
DHARSIWA,429/20,30,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over speeding,3,304-A,0,0,1,0,08-10-20,18:00,08-10-20 18:00,INFRONT OF BOHARAHI TEMPLE- PATHARI,21.381861,81.742331
DHARSIWA,463/19,35,M,0,O,2,R,1,Heavy Articulated Vehicle/Trolly,4,NO,1,Unknown,5,304-A,0,0,1,0,21-09-19,16:40,21-09-19 16:40,RAMA UDYOG COMPANY SILTARA,21.382141,81.656533
DHARSIWA,241/19,Unknown,Unknown,2,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over speeding,3,"279,304-A,337",0,0,1,0,01-05-19,14:30,01-05-19 14:30,NEAR RAMA UDYOG SILTARA,21.382573,81.656973
KHARORA,477/19,Unknown,M,0,SH,1,R,1,Heavy Articulated Vehicle/Trolly,4,Unknown,2,Over Speeding,3,304-A,0,0,1,0,07-12-19,20:30,07-12-19 20:30,GARM BARONDHA,21.382622,81.82513
DHARSIWA,585/19,Unknown,Unknown,2,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,26-11-19,18:30,26-11-19 18:30,INFRONT OF SONU MONU DHABA - SILTARA,21.38306,81.668826
KHARORA,369/20,Unknown,M,0,O,2,R,1,Tempo/Tractor,6,Unknown,2,Over Speeding,3,304-A,0,0,1,0,11-11-20,12:15,11-11-20 12:15,gram budhera jrahi khar harishchand ka khet,21.383142,81.960216
KHARORA,75/20,Unknown,M,0,SH,1,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,17-03-20,5:00,17-03-20 5:00,bharwnda,21.383327,81.826223
DHARSIWA,361/19,26,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Unknown,5,279,1,0,0,0,15-07-19,12:15,15-07-19 12:15,VILLAGE - TANDA,21.38333,81.684345
KHARORA,64/21,45,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,15-02-21,12:15,15-02-21 12:15,BURA,21.383781,81.956613
KHARORA,65/21,45,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,15-02-21,12:15,15-02-21 12:15,BURA,21.383781,81.956613
KHARORA,199/21,Unknown,Unknown,2,NH,0,R,1,Unknown,8,Unknown,2,Over Speeding,3,304-A,0,0,1,0,16-01-21,18:00,16-01-21 18:00,gram brouda farm ke paas,21.38386,81.827106
KHARORA,79/21,53,M,0,SH,1,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,279,1,0,0,0,21-02-21,23:00,21-02-21 23:00,BARONDA,21.384416,81.82796
KHARORA,118/20,Unknown,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,15-05-20,6:45,15-05-20 6:45,garn bharonda,21.384428,81.827992
DHARSIWA,550/20,53,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Driving on wrong side,1,"279,337",0,1,0,0,01-12-20,18:40,01-12-20 18:40,NEAR G.K. TOWN SHIP NH 30 SILTARA,21.384559,81.669051
DHARSIWA,275/19,28,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Unknown,5,304-A,0,0,1,0,26-05-19,20:00,26-05-19 20:00,NEAR G.K. TOWNSHIP CHARODA,21.384628,81.669095
DHARSIWA,176/19,Unknown,Unknown,2,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,31-03-19,20:30,31-03-19 20:30,NEAR G.K. TOWNSHIP - SILTARA,21.384647,81.669124
DHARSIWA,148/19,22,M,0,O,2,R,1,Unknown,8,Unknown,2,Unknown,5,"279,304-A,337",0,0,1,0,17-03-19,18:00,17-03-19 18:00,in front of cemetery MOHDI ROAD,21.385021,81.683389
DHARSIWA,138/20,60,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over speeding,3,304-A,0,0,1,0,18-01-20,17:00,18-01-20 17:00,INFRONT OFF DEVI SPONG IRON - MOHDI,21.38593,81.682216
KHAMTARAI,424/19,Unknown,M,0,SH,1,U,0,Bus,2,Unknown,2,Unknown,5,279,1,0,0,0,17-08-19,18:50,17-08-19 18:50,भनपुरी बाजार चौक के पास,21.38619,81.626339
DHARSIWA,222/20,29,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over speeding,3,304-A,0,0,1,0,23-02-20,17:30,23-02-20 17:30,GODHI MOHDI TALAB KE PAS,21.386589,81.700593
DHARSIWA,408/19,53,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Unknown,5,"279,337",0,1,0,0,17-08-19,13:10,17-08-19 13:10,NEAR ANNPURNA TRANSPORT CHARODA TOTANDA ROD,21.386902,81.681189
DHARSIWA,274/19,Unknown,Unknown,2,NH,0,R,1,Unknown,8,Unknown,2,Unknown,5,304-A,0,0,1,0,14-05-19,17:30,14-05-19 17:30,NEAR GURU PETROL PUMP - CHARODA,21.386927,81.669791
DHARSIWA,38/19,32,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Unknown,5,279,1,0,0,0,22-01-19,21:30,22-01-19 21:30,NEAR GURU FULES - CHARODA,21.386945,81.669915
DHARSIWA,183/19,43,M,0,NH,0,R,1,Heavy Articulated Vehicle/Trolly,4,No,1,Unknown,5,279,1,0,0,0,03-04-19,18:30,03-04-19 18:30,NEAR GURU FUELS - CHARODA,21.387018,81.669886
DHARSIWA,453/19,25,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,16-09-19,19:00,16-09-19 19:00,VILLAGE - MOHADI,21.387034,81.705656
DHARSIWA,46/19,24,M,0,NH,0,R,1,Truck/Trolly,7,No,1,Unknown,5,279,1,0,0,0,30-01-19,12:00,30-01-19 12:00,NEAR GURU FULES - CHARODA,21.387059,81.669897
DHARSIWA,172/20,31,M,0,NH,0,R,1,Bus,2,Unknown,2,Over speeding,3,"279,337",0,1,0,0,12-05-20,9:00,12-05-20 9:00,BAYPASS NH 30 CHARODA,21.387089,81.66997
DHARSIWA,137/20,25,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Over speeding,3,"279,337",0,1,0,0,19-03-20,15:00,19-03-20 15:00,NEAR GURU FULSE CHARODA,21.387092,81.669952
DHARSIWA,565/19,55,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,304-A",0,0,1,0,10-06-19,22:00,10-06-19 22:00,MOHDI ROAD UNDERBRIDGE CHARODA,21.3871,81.669957
DHARSIWA,338/19,37,M,0,O,2,R,1,Truck/Trolly,7,NO,1,Unknown,5,"279,337",0,1,0,0,07-07-19,15:30,07-07-19 15:30,OVER BRIDGE - MOHADI,21.387131,81.704279
DHARSIWA,379/20,38,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Over speeding,3,"279,337",0,1,0,0,15-09-20,12:30,15-09-20 12:30,GURU PETROL PUMP NH 30 CHAROUDA,21.387216,81.670062
DHARSIWA,151/19,18,M,0,NH,0,R,1,Truck/Trolly,7,YES,0,Unknown,5,279,1,0,0,0,19-03-19,17:40,19-03-19 17:40,NEAR GURU FULES - CHARODA,21.387226,81.669892
DHARSIWA,42/20,Unknown,Unknown,2,NH,0,R,1,Unknown,8,Unknown,2,Unknown,5,"279,304-A",0,0,1,0,24-01-20,15:45,24-01-20 15:45,NEAR PETROL PUMP BYPASS ROAD DHARSIWA,21.38729,81.670026
DHARSIWA,591/19,54,M,0,NH,0,R,1,Truck/Trolly,7,NO,1,Over speeding,3,279,1,0,0,0,05-12-19,18:45,05-12-19 18:45,NEAR GURU PETROL PUMP - CHARODA,21.387296,81.670101
DHARSIWA,373/20,26,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Over speeding,3,304-A,0,0,1,0,11-09-20,19:30,11-09-20 19:30,NEAR OF BINDESHWARI COMPANY- CHARODA,21.387429,81.680351
DHARSIWA,371/20,26,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Over speeding,3,"279,337",0,1,0,0,11-09-20,19:30,11-09-20 19:30,NEAR BINDESHWARI COMPANY CHAROUDA,21.38756,81.680107
DHARSIWA,375/20,Unknown,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over speeding,3,"279,337",0,1,0,0,14-09-20,13:20,14-09-20 13:20,NEAR GURU FULSE CHARODA NH 30,21.387563,81.670212
DHARSIWA,Aug-21,22,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,NO,4,"279,337",0,1,0,0,04-01-21,18:10,04-01-21 18:10,गुरू फयूल्स के सामने ग्राम चरौदा,21.387602,81.677343
DHARSIWA,221/20,40,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over speeding,3,"279,304-A,337",0,0,1,0,28-10-20,6:00,28-10-20 6:00,NH 30 CHAROUDA,21.387757,81.670382
DHARSIWA,465/19,40,M,0,NH,0,R,1,Truck/Trolly,7,NO,1,Unknown,5,"279,337",0,1,0,0,24-09-19,22:15,24-09-19 22:15,NEAR GURU PETROL PUMP NH 30 - CHARODA,21.387827,81.670403
DHARSIWA,170/20,30,M,0,NH,0,R,1,Truck/Trolly,7,NO,1,Over speeding,3,"279,337",0,1,0,0,05-05-20,23:30,05-05-20 23:30,BAYPASS ROAD NH 30 DHARSIWA,21.387894,81.670304
DEEN DAYAL NAGAR,63/19,32,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,22-02-19,12:50,22-02-19 12:50,SENCHURI COLLONY,21.38861,81.59355
KHARORA,57/20,Unknown,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,304-A,0,0,1,0,07-12-19,9:00,07-12-19 9:00,kewradhiy,21.38985,81.962932
DHARSIWA,40/20,22,M,0,O,2,R,1,Motorised Two Wheeler,5,NO,1,Over speeding,3,304-A,0,0,1,0,24-01-20,19:45,24-01-20 19:45,PAWANI,21.389975,81.778854
KHARORA,471/19,Unknown,M,0,SH,1,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,03-12-19,7:30,03-12-19 7:30,GARM BURERA,21.391817,81.949445
KHARORA,33/21,27,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,22-01-21,16:15,22-01-21 16:15,burera,21.391821,81.949431
KHARORA,316/19,23,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,27-07-19,21:25,27-07-19 21:25,MEN ROD BURERA,21.391887,81.94663
KHARORA,35/21,22,M,0,SH,1,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,23-01-21,9:00,23-01-21 9:00,BUREA,21.391905,81.951148
KHARORA,161/19,Unknown,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,17-04-19,13:00,17-04-19 13:00,MEN ROD BURERA,21.391955,81.952057
KHARORA,260/19,Unknown,M,0,SH,1,R,1,Heavy Articulated Vehicle/Trolly,4,No,1,Over Speeding,3,"279,337",0,1,0,0,23-06-19,12:30,23-06-19 12:30,MEN ROD MATD,21.392151,81.895667
KHARORA,22/19,Unknown,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,304-A,0,0,1,0,22-01-19,12:20,22-01-19 12:20,MEN ROD MATD,21.392211,81.895504
KHARORA,42/19,45,M,0,NH,0,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,22-01-19,12:20,22-01-19 12:20,GARM MATD,21.392211,81.895504
DHARSIWA,470/20,Unknown,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Over speeding,3,279,1,0,0,0,04-11-20,10:15,04-11-20 10:15,NEAR BYPASS CHAROUDA,21.392252,81.676537
KHARORA,89/21,Unknown,M,0,SH,1,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,25-02-21,11:00,25-02-21 11:00,SHERI,21.392419,81.955557
DHARSIWA,310/20,27,M,0,O,2,R,1,Truck/Trolly,7,NO,1,NO,4,"279,337",0,1,0,0,04-08-20,16:30,04-08-20 16:30,NEAR MOHADI BRIDGE,21.392441,81.676321
KHARORA,276/19,Unknown,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,16-07-19,16:00,16-07-19 16:00,garm matd,21.392504,81.893957
KHARORA,148/19,Unknown,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-04-19,6:30,07-04-19 6:30,garm matd,21.39254,81.893926
KHARORA,38/20,Unknown,M,0,SH,1,R,1,Unknown,8,Unknown,2,Over Speeding,3,304-A,0,0,1,0,15-02-20,18:30,15-02-20 18:30,garm matd,21.392735,81.904164
KHARORA,Nov-19,Unknown,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,11-01-19,11:00,11-01-19 11:00,sirri,21.392754,81.967107
KHARORA,469/19,40,M,0,SH,1,R,1,Unknown,8,No,1,Over Speeding,3,304-A,0,0,1,0,30-11-19,18:00,30-11-19 18:00,SHIRRE,21.392765,81.967268
KHARORA,63/19,Unknown,M,0,O,2,R,1,Unknown,8,Unknown,2,Over Speeding,3,304-A,0,0,1,0,21-02-19,21:00,21-02-19 21:00,GARM MATD,21.392962,81.907416
KHARORA,133/20,Unknown,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,27-05-20,10:30,27-05-20 10:30,garm madadiy,21.393019,81.971982
KHARORA,83/21,Unknown,M,0,SH,1,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,20-02-21,17:30,20-02-21 17:30,MATD,21.393058,81.909124
KHARORA,Apr-21,30,M,0,SH,1,R,1,Truck/Trolly,7,No,1,Over Speeding,3,279,1,0,0,0,02-02-21,6:25,02-02-21 6:25,SHREE,21.393137,81.968613
KHARORA,391/20,58,M,0,SH,1,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,15-11-20,18:00,15-11-20 18:00,gram sirri talab ke paas men rod,21.3933,81.969072
DHARSIWA,427/20,36,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over speeding,3,"279,337",0,1,0,0,06-10-20,9:15,06-10-20 9:15,NEAR SHIV TEMPLE- CHAROUDA,21.393302,81.67117
KHARORA,136/20,Unknown,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,28-05-20,18:00,28-05-20 18:00,garm math,21.393349,81.913416
KHARORA,137/20,Unknown,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,28-05-20,18:00,28-05-20 18:00,garam math,21.393349,81.913416
KHARORA,177/20,Unknown,Unknown,2,NH,0,R,1,Unknown,8,Unknown,2,Over Speeding,3,304-A,0,0,1,0,02-07-20,20:30,02-07-20 20:30,gram keshla golu dhaba ke paas,21.393394,81.942026
KHARORA,175/20,20,M,0,O,2,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,304-A,0,0,1,0,01-07-20,21:15,01-07-20 21:15,gram sirri nai talab ke paas,21.393408,81.969378
KHARORA,Mar-21,40,M,0,SH,1,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,304-A,0,0,1,0,25-12-20,19:00,25-12-20 19:00,SHREE,21.393555,81.916766
KHARORA,487/19,Unknown,M,0,SH,1,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,29-01-19,11:30,29-01-19 11:30,GARM MATD,21.393741,81.89079
KHARORA,284/19,Unknown,M,0,SH,1,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,10-07-19,19:30,10-07-19 19:30,GARM BANGOLI,21.393798,81.841191
KHARORA,252/20,Unknown,Unknown,2,NH,0,R,1,Unknown,8,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,13-08-20,17:50,13-08-20 17:50,Gram nvagaov mod ke pahle,21.394038,81.924064
KHARORA,409/19,Unknown,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,304-A,0,0,1,0,11-09-19,11:35,11-09-19 11:35,GARM KESHLA,21.394148,81.939765
KHARORA,172/19,Unknown,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,294,323,337,34,506",0,1,0,0,27-04-19,22:00,27-04-19 22:00,GARM KESLA,21.394198,81.939597
DHARSIWA,122/19,45,M,0,NH,0,R,1,Truck/Trolly,7,NO,1,Unknown,5,"279,337",0,1,0,0,08-03-19,12:45,08-03-19 12:45,MOHDI TURNING NH 30 - CHARODA,21.394201,81.671728
KHARORA,466/19,35,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,26-11-19,16:30,26-11-19 16:30,KHARORA GADN,21.394247,81.918143
DHARSIWA,113/21,38,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,NO,1,Over speeding,3,"279,337",0,1,0,0,26-02-21,13:30,26-02-21 13:30,चरौदा एन.एच. 30,21.394272,81.671406
DHARSIWA,Apr-19,Unknown,Unknown,2,NH,0,R,1,Unknown,8,No,1,Unknown,5,279,1,0,0,0,03-01-19,12:10,03-01-19 12:10,NEAR RANJIT AUTO CENTER CHARODA,21.394341,81.671484
KHARORA,Feb-21,Unknown,Unknown,2,SH,1,R,1,Unknown,8,Unknown,2,Over Speeding,3,304-A,0,0,1,0,28-01-20,19:00,28-01-20 19:00,KHARORA MEN ROOD,21.399055,81.924969
KHARORA,77/21,Unknown,Unknown,2,SH,1,R,1,Unknown,8,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,20-02-21,19:30,20-02-21 19:30,KHARORA MEN ROOD,21.394431,81.930497
KHARORA,110/20,Unknown,M,0,SH,1,R,1,Tempo/Tractor,6,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,08-05-20,9:00,08-05-20 9:00,gram kanki,21.394452,81.97209
