Police_Station,Crime No.,Age,Gender,Gender,Road Type,Road_Type,Place,Incident_Area,Vehicle,Vehicle_Type,Alcohol Status,Alcohal_Status,Traffic Violation Type,Traffic_Violation_Type,Crime Section,ACT_279-323,Act_279-294-337,ACT_279-304-A,ACT_279-294-506,Date,Time,Date_Time,Incident Place,Latitude,Longitude
TELIBANDHA,170/19,52,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,29-03-19,20:00,29-03-19 20:00,FUDHAR CHOWK,21.217222,81.61367
TELIBANDHA,284/19,21,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,18-05-19,13:40,18-05-19 13:40,VIP ROAD,21.217222,81.613677
TELIBANDHA,299/19,36,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,29-05-19,22:45,29-05-19 22:45,VIP CHOWK MOD PASS,21.217222,81.613677
TELIBANDHA,39/20,27,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,"279,304-A",0,0,1,0,25-01-20,10:30,25-01-20 10:30,NEAR VIP TURNING,21.217222,81.680255
TELIBANDHA,101/20,33,M,0,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,07-03-20,22:00,07-03-20 22:00,VIP ROAD TELIBANDHA RAIPUR,21.217222,81.613677
DEEN DAYAL NAGAR,219/20,Unknown,Unknown,2,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,12-07-20,15:30,12-07-20 15:30,MAHADEVGHAT TIRAHA RAIPURA,21.217296,81.590122
DEEN DAYAL NAGAR,218/20,Unknown,Unknown,2,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,12-07-20,15:30,12-07-20 15:30,EAHADEVGHAT TIRAHA RAIPURA,21.21796,81.90122
TELIBANDHA,328/19,62,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,18-06-19,22:15,18-06-19 22:15,CG04 DHABA KAY PASS,21.217977,81.685999
TELIBANDHA,30/20,26,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,18-01-20,21:00,18-01-20 21:00,FUDHAR CHOWK VIP ROAD,21.217977,81.692488
TELIBANDHA,111/20,23,M,0,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,11-03-20,19:30,11-03-20 19:30,NEAR FUDHAR CHOWK VIP ROAD RAIPUR,21.217977,81.692488
KHAMTARAI,104/20,30,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,02-03-20,10:20,02-03-20 10:20,यातायात थाना भनपुरी के पास,21.218612,81.65178
DEEN DAYAL NAGAR,188/19,Unknown,Unknown,2,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,294,323,337,34,506(B)",0,1,0,0,30-06-19,22:00,30-06-19 22:00,RAIPURA,21.21997,81.59235
DEEN DAYAL NAGAR,197/19,Unknown,F,1,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,06-06-19,12:30,06-06-19 12:30,SUNDAR NAGAR TOLL PLAZA KE AAGE,21.21997,81.59235
DEEN DAYAL NAGAR,339/19,45,M,0,NH,0,U,0,Tempo/Tractor,6,No,1,Over Speeding,3,"279,337",0,1,0,0,30-09-19,9:15,30-09-19 9:15,SBI BAINK KE SAMNE CHANGORABHATA RING ROAD NO. 1,21.22013,81.61844
KOTWALI,449/19,Unknown,M,0,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,304-A,0,0,1,0,25-09-19,10:30,25-09-19 10:30,पचपेडी नाका,21.22069,81.649257
KOTWALI,89/20,Unknown,M,0,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,279,1,0,0,0,29-02-20,20:00,29-02-20 20:00,हनुमान मंद‍िर के पचपेढी नाका रायपुर,21.220801,81.649618
DEEN DAYAL NAGAR,379/20,Unknown,Unknown,2,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,24-10-20,15:00,24-10-20 15:00,P.S.CITY COLONY,21.220866,81.611465
KOTWALI,435/19,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,"279,337",0,1,0,0,10-09-19,18:45,10-09-19 18:45,पुजारी चेम्बर के सामने,21.220982,81.648575
KOTWALI,91/19,Unknown,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,279,1,0,0,0,25-02-19,17:00,25-02-19 17:00,हनुमान मंदिर पास पचपेडी नाका रायपुर,21.221206,81.649774
DEEN DAYAL NAGAR,120/19,27,M,0,O,2,U,0,Tempo/Tractor,6,No,1,Over Speeding,3,"279,337",0,1,0,0,27-03-19,7:30,27-03-19 7:30,raipura,21.22148,81.59302
KOTWALI,291/19,Unknown,Unknown,2,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,279,1,0,0,0,10-06-19,21:45,10-06-19 21:45,शिव मंदिर के पास टैगोर नगर,21.222183,81.66253
DEEN DAYAL NAGAR,160/19,23,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,24-04-19,20:30,24-04-19 20:30,CHANGORABHATA,21.22255,81.60119
DEEN DAYAL NAGAR,43/20,Unknown,Unknown,2,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,31-01-20,20:55,31-01-20 20:55,RING ROAD NO-1 WALLFORT CITY KE PASS,21.223262,81.61608
DEEN DAYAL NAGAR,44/20,Unknown,Unknown,2,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,31-01-20,21:00,31-01-20 21:00,RING ROAD NO. 1 CHANGORABHATA,21.223341,81.615573
KOTWALI,23/19,3,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,No,1,Unknown,5,"279,377",1,0,0,0,20-01-19,19:30,20-01-19 19:30,ओवर ब्रीज पास राजेन्द्र नगर,21.223404,81.652848
KOTWALI,346/20,Unknown,M,0,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,304-A,0,0,1,0,14-12-20,20:30,14-12-20 20:30,पुजारी पार्क ब्रेकर पास,21.223686,81.643724
DEEN DAYAL NAGAR,163/19,Unknown,Unknown,2,O,2,U,0,Unknown,8,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,01-05-19,21:30,01-05-19 21:30,CHANGORABHATA,21.22371,81.60957
KOTWALI,131/19,Unknown,Unknown,2,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,15-03-19,22:45,15-03-19 22:45,देवी लक्ष्‍मी हास्‍पटिल के आगे शैलेन्द्र नगर,21.223768,81.65313
KOTWALI,542/19,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,13-12-19,13:30,13-12-19 13:30,टैगोर नगर चौक रायपुर,21.223807,81.650723
KOTWALI,554/19,Unknown,Unknown,2,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,29-12-19,14:30,29-12-19 14:30,टैगोर नगर चौक के आगे आदित्य कोचिंग के पास रायपुर,21.223998,81.651145
KOTWALI,197/19,Unknown,M,0,O,2,U,0,Bus,2,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,09-04-19,11:30,09-04-19 11:30,पुजारी पार्क के सामने,21.224017,81.645118
DEEN DAYAL NAGAR,321/19,32,M,0,O,2,U,0,Truck/Trolly,7,No,1,Over Speeding,3,"279,304-A,337",0,0,1,0,18-09-19,7:05,18-09-19 7:05,neha kiraya bhandar ke samne raipura,21.22485,81.59251
DEEN DAYAL NAGAR,133/19,24,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,279,1,0,0,0,01-04-19,21:30,01-04-19 21:30,CHANGORABHATA,21.22502,81.60142
KOTWALI,330/19,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,08-07-19,21:00,08-07-19 21:00,एम.एल.ए. रेस्ट हाउस के पास,21.225194,81.654245
KOTWALI,324/20,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,26-11-20,10:40,26-11-20 10:40,विधायक  विश्राम गृह के पीछे  रिंग रोड रायपुर,21.225291,81.6544
TELIBANDHA,106/19,31,M,0,O,2,U,0,Auto Rickshaw,1,No,1,Over Speeding,3,279,1,0,0,0,20-02-19,19:15,20-02-19 19:15,अग्रसेन चौक के पास तेलीबांधा रायपुर,21.225399,81.695077
TELIBANDHA,354/19,32,M,0,O,2,U,0,Truck/Trolly,7,Yes,0,Over Speeding,3,279,1,0,0,0,01-07-19,23:45,01-07-19 23:45,अग्रसेन धाम चौक के पास रायपुर,21.225399,81.695077
TELIBANDHA,195/20,24,M,0,NH,0,R,1,Truck/Trolly,7,No,1,Over Speeding,3,279,1,0,0,0,22-06-20,20:30,22-06-20 20:30,NEAR AGRASEN CHOWK MAIN ROAD LABHANDI,21.225399,81.695077
TELIBANDHA,359/20,26,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,304-A,0,0,1,0,03-10-20,17:30,03-10-20 17:30,NEAR V W KENYAN HOTEL,21.225399,81.695077
DEEN DAYAL NAGAR,162/19,39,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,04-05-19,17:00,04-05-19 17:00,CHANGORABHATA,21.22553,81.60113
KOTWALI,Feb-21,25,M,0,O,2,U,0,Motorised Two Wheeler,5,NO,1,Unknown,5,"279,337",0,1,0,0,02-01-21,10:45,02-01-21 10:45,सिद्धार्थ चौक के पास,21.22561,81.640565
KOTWALI,523/19,29,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,26-11-19,14:00,26-11-19 14:00,सिद्धार्थ चौक,21.225663,81.640513
KOTWALI,227/20,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,07-09-20,6:00,07-09-20 6:00,टैगोर नगर चौक के पास बाडा दुकान के सामने रायपुर,21.225915,81.650153
KOTWALI,Jan-20,26,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,01-01-20,22:00,01-01-20 22:00,टैगोर नगर चौक रायपुर,21.226082,81.650124
KOTWALI,86/20,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Unknown,5,304-A,0,0,1,0,22-02-20,11:00,22-02-20 11:00,जलगृह मार्ग भगत  सिंह चौक टिकरापारा,21.226235,81.635522
KOTWALI,420/19,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337,34,506(B)",0,1,0,0,04-09-19,11:30,04-09-19 11:30,हनुमान मंदिर के पास विवेकानंद नगर रायपुर,21.226269,81.648315
DEEN DAYAL NAGAR,Sep-20,Unknown,Unknown,2,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,29-12-19,22:00,29-12-19 22:00,KUSHALPUR OVER BRIJ KE NICHE,21.226326,81.611919
DEEN DAYAL NAGAR,280/19,40,M,0,O,2,U,0,Truck/Trolly,7,No,1,Over Speeding,3,"279,337",0,1,0,0,13-08-19,12:00,13-08-19 12:00,changorabhata,21.2264,81.60312
DEEN DAYAL NAGAR,93/20,Unknown,Unknown,2,O,2,U,0,Unknown,8,Unknown,2,Over Speeding,3,279,1,0,0,0,01-03-20,17:30,01-03-20 17:30,kushhalpur chouk,21.226918,81.611834
DEEN DAYAL NAGAR,449/19,Unknown,Unknown,2,NH,0,U,0,Unknown,8,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,17-12-19,15:45,17-12-19 15:45,RING ROAD NO.1,21.227012,81.61213
DEEN DAYAL NAGAR,373/20,Unknown,Unknown,2,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,24-10-20,9:40,24-10-20 9:40,KUSHALPUR OVER BRIJ KE PASS,21.227225,81.61121
DEEN DAYAL NAGAR,144/20,22,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,19-04-20,7:45,19-04-20 7:45,KUSHALPUR CHOUK KE PASS,21.2274,81.612499
DEEN DAYAL NAGAR,50/20,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,31-01-20,18:00,31-01-20 18:00,CHANGORABHATA,21.227451,81.602945
DEEN DAYAL NAGAR,368/19,36,M,0,O,2,U,0,Truck/Trolly,7,No,1,Over Speeding,3,304-A,0,0,1,0,20-10-19,14:20,20-10-19 14:20,Raipura,21.227531,81.59644
DEEN DAYAL NAGAR,472/20,Unknown,Unknown,2,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,29-11-20,11:40,29-11-20 11:40,KUSHALPUR CHOUK KE PAS,21.227698,81.61026
DEEN DAYAL NAGAR,102/20,16,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,05-03-20,9:00,05-03-20 9:00,RAIPUR,21.227701,81.583853
CIVIL LINES,14/19,43,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,04-01-19,18:30,04-01-19 18:30,Rajendra nagar overbriz ke niche raipur,21.227928,81.657948
KOTWALI,91/20,Unknown,M,0,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,01-03-20,9:30,01-03-20 9:30,फत्तेशाह मार्केट के सामने,21.227957,81.640286
DEEN DAYAL NAGAR,302/19,22,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,27-08-19,20:00,27-08-19 20:00,RAIPURA,21.22801,81.59654
KOTWALI,151/20,48,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,26-05-20,18:00,26-05-20 18:00,फतेशाह मज‍िस्‍द के सामने रायपुर,21.228054,81.640996
KOTWALI,318/20,Unknown,M,0,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,24-11-20,14:30,24-11-20 14:30,"राणा कोच‍िंग के पास, शैलेन्‍द्र नगर रायपुर",21.228246,81.652573
DEEN DAYAL NAGAR,208/20,Unknown,Unknown,2,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,04-07-20,9:45,04-07-20 9:45,SUNDER NAGAR TOLL PLAZZA KE PASS,21.2283,81.608348
KOTWALI,83/19,24,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,22-02-19,4:00,22-02-19 4:00,शैलेन्द्र नगर एम.पी. चार्ट ठेला के पास,21.228402,81.652995
KOTWALI,19/19,Unknown,Unknown,2,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,17-01-19,8:30,17-01-19 8:30,वीरभद्र नगर,21.228517,81.635631
DEEN DAYAL NAGAR,79/20,32,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,279,1,0,0,0,23-02-20,20:00,23-02-20 20:00,RAIPURA,21.228538,81.597156
KOTWALI,281/19,Unknown,Unknown,2,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,279,1,0,0,0,06-06-19,13:40,06-06-19 13:40,होली क्रास स्कूल टर्न‍िग के पास पेशन बाडा रायपुर,21.228809,81.647037
KOTWALI,230/19,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,27-04-19,18:00,27-04-19 18:00,टैगोर नगर चौक के पास रायपुर,21.228942,81.647515
CIVIL LINES,247/20,35,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,26-06-20,19:45,26-06-20 19:45,रावण पुतला के पास डॉ राजेन्द्र नगर रायपुर,21.229059,81.659608
DEEN DAYAL NAGAR,86/21,26,M,0,NH,0,U,0,Unknown,8,No,1,Over Speeding,3,"279,337",0,1,0,0,26-02-21,10:30,26-02-21 10:30,SUNDAR NAGAR TOLLPLAZA KE PASS,21.229203,81.607407
KOTWALI,66/20,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,10-02-20,11:30,10-02-20 11:30,शैलेन्द्र नगर मेमन नर्सिग होम के पास,21.229222,81.648942
DEEN DAYAL NAGAR,51/20,Unknown,Unknown,2,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-02-20,21:40,07-02-20 21:40,SUNDERNAGAR TOLL PLAZA KE PASS,21.229262,81.6075
DEEN DAYAL NAGAR,37/19,27,M,0,NH,0,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,279,1,0,0,0,05-02-19,17:45,05-02-19 17:45,SUNDAR NAGAR TOLL PLAZA KE PASS,21.22929,81.60743
DEEN DAYAL NAGAR,154/19,69,M,0,NH,0,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,26-04-19,21:15,26-04-19 21:15,SUNDAR NAGAR TOLL PLAZA,21.23043,81.604004
DEEN DAYAL NAGAR,357/19,Unknown,Unknown,2,O,2,U,0,Unknown,8,Unknown,2,Over Speeding,3,279,1,0,0,0,07-10-19,11:00,07-10-19 11:00,VIKASH VIHAR COLLONY,21.229357,81.602634
DEEN DAYAL NAGAR,186/19,34,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,279,1,0,0,0,28-05-19,19:00,28-05-19 19:00,sundar nagar toll plaza ke pahle,21.22936,81.60668
DEEN DAYAL NAGAR,448/19,Unknown,Unknown,2,NH,0,U,0,Unknown,8,Unknown,2,Over Speeding,3,279,1,0,0,0,14-12-19,15:30,14-12-19 15:30,RING ROAD NO. 1,21.229435,81.608291
DEEN DAYAL NAGAR,180/20,30,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,279,1,0,0,0,04-06-20,17:30,04-06-20 17:30,SUNDAR NAGAR TOLPALAZA KE PASS RING ROAD NO-1,21.229542,81.606999
DEEN DAYAL NAGAR,51/19,55,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,304-A,0,0,1,0,16-02-19,10:30,16-02-19 10:30,SUNDAR NAGAR TOLL PLAZA KE PASS,21.22958,81.60605
DEEN DAYAL NAGAR,111/21,55,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,08-03-21,11:30,08-03-21 11:30,ABHINANDAN PAILACE KE SAMNE,21.229605,81.605794
DEEN DAYAL NAGAR,223/19,Unknown,Unknown,2,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,23-06-19,23:50,23-06-19 23:50,RING ROAD NO. 1,21.22975,81.60604
KOTWALI,505/19,45,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,08-11-19,21:45,08-11-19 21:45,चांदनी चौक नेहरू नगर रायपुर,21.229894,81.639011
KOTWALI,504/19,Unknown,M,0,O,2,U,0,Unknown,8,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,08-11-19,21:30,08-11-19 21:30,चांदनी चौक नेहरू नगर रायपुर,21.229935,81.638884
CIVIL LINES,165/19,27,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,15-03-19,15:00,15-03-19 15:00,बूढी माता मंदिर के पास डा0 2352ाजेंद्र नगर रायपुर,21.229958,81.654368
CIVIL LINES,68/19,35,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,05-02-19,22:15,05-02-19 22:15,बुढी मांई मंदिर के सामने कटोरा तालाब रायपुर,21.229988,81.654522
KOTWALI,549/19,Unknown,Unknown,2,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,19-12-19,13:30,19-12-19 13:30,धमतरी गेट के सामने पुलिस लाईन रायपुर,21.229998,81.640014
DEEN DAYAL NAGAR,29/20,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,20-01-20,23:30,20-01-20 23:30,RAIPURA JAGNNATH HOSPITAL KE PASS,21.230001,81.600304
DEEN DAYAL NAGAR,30/20,51,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,20-01-20,23:30,20-01-20 23:30,RAIPURA JAGNNATH HOSPITAL KE PASS,21.230001,81.600304
KOTWALI,526/19,23,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,28-11-19,8:30,28-11-19 8:30,चांदनी चौक के पास रायपुर,21.230008,81.638669
KOTWALI,297/20,30,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,"279,337",0,1,0,0,13-11-20,11:25,13-11-20 11:25,पुल‍िस लाईन धमतरी पुल‍िस लाईन गेट डिवाइडर के पासकोतवाली रायपुर,21.230029,81.639988
KOTWALI,122/20,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,05-04-20,9:30,05-04-20 9:30,धमतरी गेट के सामने पुलिस लाईन चौक रायपुर,21.230032,81.639925
DEEN DAYAL NAGAR,436/19,40,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,30-11-19,21:45,30-11-19 21:45,DAS SWEET KE SAMNE MAHADEVGHAT ROAD,21.230066,81.598964
KOTWALI,515/19,37,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,16-11-19,11:45,16-11-19 11:45,मारवाडी मुक्त‍िधाम के पास बुढा तालाब रायपुर,21.230187,81.632549
CIVIL LINES,228/19,32,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,05-04-19,14:50,05-04-19 14:50,Budhi mai mandir ke pass raipur,21.2302,81.6546
DEEN DAYAL NAGAR,52/19,33,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,16-02-19,8:30,16-02-19 8:30,RAIPURA,21.23037,81.60016
KOTWALI,54/19,Unknown,M,0,O,2,U,0,Unknown,8,Unknown,2,Over Speeding,3,279,1,0,0,0,07-02-19,11:15,07-02-19 11:15,पुलिस पेट्रोल पंप के सामने,21.230417,81.639982
KOTWALI,206/19,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,15-04-19,12:30,15-04-19 12:30,चांदनी चौक के पास रायपुर,21.230417,81.639982
KOTWALI,227/19,Unknown,M,0,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,24-04-19,10:45,24-04-19 10:45,चांदनी चौक नेहरू नगर के आगे रायपुर,21.230417,81.639983
DEEN DAYAL NAGAR,16/20,21,M,0,O,2,U,0,Truck/Trolly,7,No,1,Over Speeding,3,279,1,0,0,0,08-01-20,13:20,08-01-20 13:20,raipura chouk,21.230525,81.602037
KOTWALI,186/20,Unknown,M,0,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,21-06-20,19:30,21-06-20 19:30,एम टी वर्क शाप के सामने पु.लाईन,21.230527,81.644877
DEEN DAYAL NAGAR,86/20,Unknown,Unknown,2,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,25-02-20,11:30,25-02-20 11:30,RAIPURA,21.230537,81.600911
KOTWALI,475/19,42,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,14-10-19,16:30,14-10-19 16:30,हेली पेड गेट के सामने पुलिस लाईन रायपुर,21.230673,81.641675
